報告数・定点当り報告数、疾病・週・都道府県・性別（１週から当該週までの報告数・定点当たり報告数とそれらの累積）(総数),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024年19週(05月06日～05月12日),2024年05月15日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週
鳥取県,6,1.2,0,0,0,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6,1,0.2,0,0,0,0,0,0
島根県,5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13,0,0,0,0,2,0.25,0,0,1,0.13,0,0,0,0,1,0.13,0,0,0,0
岡山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島県,6,0.29,0,0,0,0,1,0.05,0,0,1,0.05,0,0,0,0,0,0,0,0,1,0.05,0,0,1,0.05,1,0.05,0,0,0,0,0,0,1,0.05,0,0,0,0
山口県,1,0.11,0,0,0,0,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
徳島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
香川県,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1,0.2,0,0
愛媛県,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0
高知県,5,0.63,0,0,0,0,0,0,0,0,0,0,1,0.13,0,0,0,0,0,0,0,0,1,0.13,1,0.13,1,0.13,0,0,0,0,1,0.13,0,0,0,0,0,0
福岡県,7,0.47,0,0,1,0.07,0,0,0,0,1,0.07,1,0.07,0,0,1,0.07,0,0,2,0.13,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
佐賀県,7,1.17,0,0,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,1,0.17,0,0,1,0.17,0,0,0,0,1,0.17,0,0,1,0.17,1,0.17,1,0.17,0,0
長崎県,2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0
熊本県,4,0.27,0,0,1,0.07,0,0,0,0,1,0.07,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0
大分県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮崎県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鹿児島県,2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,1,0.08,0,0,0,0,0,0
沖縄県,5,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,3,0.43,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無菌性髄膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,173,0.36,7,0.01,10,0.02,11,0.02,13,0.03,6,0.01,10,0.02,4,0.01,8,0.02,6,0.01,11,0.02,16,0.03,13,0.03,6,0.01,10,0.02,9,0.02,8,0.02,10,0.02,7,0.01,8,0.02
北海道,1,0.05,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
青森県,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17
岩手県,5,0.26,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,2,0.11
宮城県,3,0.3,0,0,0,0,1,0.1,0,0,0,0,1,0.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
秋田県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山形県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
茨城県,8,0.62,1,0.08,0,0,1,0.08,0,0,0,0,1,0.08,0,0,0,0,0,0,1,0.08,2,0.15,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,1,0.08
栃木県,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0
群馬県,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
埼玉県,9,0.75,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,1,0.08,2,0.17,0,0,2,0.17,0,0,0,0,0,0,1,0.08,0,0,1,0.08,1,0.08,0,0
千葉県,4,0.44,0,0,0,0,1,0.11,2,0.22,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東京都,4,0.16,0,0,0,0,0,0,0,0,1,0.04,1,0.04,0,0,0,0,0,0,0,0,2,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
神奈川県,10,0.83,0,0,2,0.17,1,0.08,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,1,0.08,0,0,0,0,2,0.17,0,0,0,0,0,0,1,0.08
新潟県,6,0.46,0,0,0,0,0,0,1,0.08,1,0.08,1,0.08,1,0.08,1,0.08,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
富山県,3,0.6,0,0,0,0,0,0,0,0,0,0,1,0.2,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0
石川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,6,1,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,2,0.33,0,0,1,0.17,1,0.17,0,0
山梨県,2,0.2,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0
長野県,2,0.17,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岐阜県,6,1.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,2,0.4,0,0,1,0.2,1,0.2,0,0
静岡県,4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0,0,0,0,0,0,1,0.1,0,0,0,0,1,0.1,0,0,0,0
愛知県,12,0.8,0,0,1,0.07,0,0,1,0.07,0,0,0,0,0,0,1,0.07,0,0,2,0.13,0,0,3,0.2,0,0,2,0.13,0,0,2,0.13,0,0,0,0,0,0
三重県,7,0.78,0,0,0,0,0,0,2,0.22,0,0,0,0,0,0,1,0.11,0,0,0,0,0,0,1,0.11,0,0,2,0.22,0,0,0,0,1,0.11,0,0,0,0
滋賀県,7,1,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,1,0.14,1,0.14,0,0,2,0.29,1,0.14,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0
京都府,3,0.5,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,1,0.14,0,0,0,0,0,0,0,0,0,0
大阪府,6,0.35,0,0,1,0.06,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,1,0.06,1,0.06,1,0.06,0,0,0,0,1,0.06,0,0,0,0,0,0
兵庫県,10,0.71,1,0.07,0,0,1,0.07,1,0.07,0,0,0,0,0,0,0,0,2,0.14,0,0,0,0,1,0.07,0,0,1,0.07,0,0,1,0.07,1,0.07,1,0.07,0,0
奈良県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和歌山県,8,0.73,1,0.09,0,0,1,0.09,0,0,0,0,1,0.09,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09,1,0.09,1,0.09,1,0.09
鳥取県,7,1.4,0,0,0,0,0,0,1,0.2,0,0,2,0.4,0,0,0,0,0,0,0,0,1,0.2,1,0.2,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0,0
島根県,2,0.25,0,0,0,0,0,0,0,0,1,0.13,0,0,0,0,0,0,0,0,0,0,1,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岡山県,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島県,1,0.05,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山口県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
徳島県,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
香川県,1,0.2,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
愛媛県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高知県,1,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13,0,0,0,0,0,0,0,0,0,0,0,0
福岡県,7,0.47,1,0.07,0,0,1,0.07,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07,1,0.07,0,0,0,0,1,0.07,1,0.07,0,0,0,0,0,0
佐賀県,4,0.67,1,0.17,1,0.17,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長崎県,5,0.42,1,0.08,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.17,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
熊本県,7,0.47,0,0,0,0,1,0.07,0,0,0,0,0,0,1,0.07,0,0,0,0,1,0.07,0,0,0,0,0,0,1,0.07,0,0,0,0,1,0.07,1,0.07,1,0.07
大分県,4,0.36,0,0,0,0,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.18,0,0,0,0,0,0,0,0,0,0,1,0.09
宮崎県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鹿児島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
沖縄県,2,0.29,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マイコプラズマ肺炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,893,1.86,24,0.05,35,0.07,37,0.08,32,0.07,37,0.08,42,0.09,37,0.08,26,0.05,38,0.08,56,0.12,50,0.1,40,0.08,44,0.09,41,0.09,55,0.11,65,0.14,78,0.16,67,0.14,89,0.19
北海道,16,0.73,0,0,0,0,0,0,0,0,0,0,1,0.04,1,0.04,0,0,0,0,1,0.04,0,0,1,0.04,0,0,1,0.05,2,0.09,4,0.18,2,0.09,2,0.09,1,0.05
青森県,46,7.67,0,0,3,0.5,0,0,6,1,1,0.17,5,0.83,3,0.5,3,0.5,2,0.33,3,0.5,3,0.5,2,0.33,1,0.17,2,0.33,5,0.83,0,0,1,0.17,4,0.67,2,0.33
岩手県,24,1.26,3,0.16,2,0.11,1,0.05,2,0.11,0,0,2,0.11,4,0.21,0,0,1,0.05,1,0.05,1,0.05,1,0.05,1,0.05,0,0,2,0.11,1,0.05,0,0,1,0.05,1,0.05
宮城県,4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,1,0.1,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0
秋田県,1,0.13,0,0,1,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山形県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福島県,9,1.29,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,2,0.29,1,0.14,0,0,0,0,0,0,0,0,2,0.29,0,0,0,0,0,0,3,0.43
茨城県,34,2.62,3,0.23,2,0.15,1,0.08,0,0,2,0.15,1,0.08,0,0,2,0.15,0,0,1,0.08,5,0.38,0,0,1,0.08,3,0.23,3,0.23,2,0.15,0,0,2,0.15,6,0.46
栃木県,8,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,2,0.29,3,0.43,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14
群馬県,4,0.44,0,0,0,0,0,0,0,0,0,0,1,0.11,0,0,0,0,0,0,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,2,0.22,0,0
埼玉県,14,1.17,2,0.17,0,0,0,0,0,0,1,0.08,0,0,1,0.08,1,0.08,2,0.17,2,0.17,0,0,0,0,0,0,1,0.08,0,0,1,0.08,0,0,0,0,3,0.25
千葉県,11,1.22,0,0,1,0.11,0,0,0,0,2,0.22,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,2,0.22,0,0,1,0.11,1,0.11,1,0.11,2,0.22
東京都,33,1.32,2,0.08,1,0.04,1,0.04,3,0.12,2,0.08,3,0.12,2,0.08,0,0,1,0.04,0,0,1,0.04,0,0,2,0.08,0,0,2,0.08,2,0.08,5,0.2,2,0.08,4,0.16
神奈川県,19,1.58,0,0,3,0.25,1,0.08,0,0,2,0.17,1,0.08,1,0.08,1,0.08,1,0.08,1,0.08,1,0.08,1,0.08,0,0,0,0,2,0.17,1,0.08,3,0.25,0,0,0,0
新潟県,6,0.46,0,0,1,0.08,0,0,1,0.08,0,0,0,0,2,0.15,0,0,0,0,1,0.08,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
富山県,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
石川県,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
福井県,61,10.17,2,0.33,3,0.5,4,0.67,4,0.67,4,0.67,2,0.33,2,0.33,2,0.33,2,0.33,7,1.17,5,0.83,2,0.33,1,0.17,6,1,1,0.17,5,0.83,1,0.17,5,0.83,3,0.5
山梨県,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0
長野県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岐阜県,11,2.2,0,0,0,0,2,0.4,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,1,0.2,1,0.2,1,0.2,0,0,1,0.2,1,0.2,2,0.4,0,0,1,0.2
静岡県,24,2.4,0,0,0,0,1,0.1,1,0.1,0,0,1,0.1,4,0.4,0,0,0,0,3,0.3,0,0,2,0.2,3,0.3,2,0.2,0,0,2,0.2,4,0.4,1,0.1,0,0
愛知県,51,3.4,0,0,2,0.13,4,0.27,1,0.07,2,0.13,1,0.07,1,0.07,1,0.07,2,0.13,5,0.33,3,0.2,2,0.13,4,0.27,1,0.07,6,0.4,3,0.2,8,0.53,2,0.13,3,0.2
三重県,4,0.44,0,0,1,0.11,0,0,0,0,0,0,0,0,1,0.11,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11,0,0
滋賀県,11,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,2,0.29,1,0.14,1,0.14,1,0.14,0,0,2,0.29,3,0.43
京都府,9,1.5,0,0,0,0,1,0.14,0,0,0,0,1,0.14,0,0,0,0,0,0,1,0.14,0,0,2,0.29,1,0.14,0,0,0,0,2,0.29,0,0,1,0.14,0,0
大阪府,113,6.65,0,0,3,0.18,1,0.06,0,0,3,0.17,5,0.28,2,0.11,5,0.28,5,0.28,7,0.39,7,0.39,9,0.5,7,0.39,7,0.39,6,0.33,10,0.56,13,0.72,9,0.5,14,0.78
兵庫県,45,3.21,1,0.07,2,0.14,5,0.36,2,0.14,3,0.21,2,0.14,0,0,2,0.14,1,0.07,2,0.14,0,0,3,0.21,1,0.07,3,0.21,1,0.07,5,0.36,4,0.29,1,0.07,7,0.5
奈良県,5,0.83,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0,0,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0
和歌山県,14,1.27,2,0.18,0,0,0,0,1,0.09,2,0.18,1,0.09,0,0,0,0,0,0,0,0,4,0.36,0,0,1,0.09,1,0.09,0,0,0,0,1,0.09,0,0,1,0.09
鳥取県,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
島根県,3,0.38,0,0,0,0,0,0,0,0,1,0.13,0,0,0,0,0,0,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岡山県,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
広島県,20,0.95,1,0.05,0,0,3,0.14,0,0,3,0.14,1,0.05,0,0,1,0.05,0,0,1,0.05,0,0,2,0.1,0,0,0,0,0,0,1,0.05,0,0,0,0,7,0.33
山口県,20,2.22,2,0.22,2,0.22,0,0,1,0.11,2,0.22,0,0,2,0.22,1,0.11,0,0,2,0.22,0,0,2,0.22,1,0.11,0,0,1,0.11,1,0.11,2,0.22,0,0,1,0.11
徳島県,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
香川県,20,4,0,0,0,0,1,0.2,0,0,0,0,0,0,1,0.2,0,0,1,0.2,1,0.2,1,0.2,1,0.2,1,0.2,1,0.2,3,0.6,3,0.6,3,0.6,3,0.6,0,0
愛媛県,3,0.5,0,0,1,0.17,0,0,0,0,1,0.17,0,0,0,0,0,0,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高知県,12,1.5,0,0,0,0,0,0,0,0,0,0,4,0.5,1,0.13,0,0,1,0.13,1,0.13,0,0,1,0.13,0,0,0,0,2,0.25,1,0.13,0,0,1,0.13,0,0
福岡県,24,1.6,0,0,0,0,1,0.07,0,0,0,0,2,0.13,0,0,1,0.07,1,0.07,1,0.07,2,0.13,0,0,3,0.2,1,0.07,1,0.07,0,0,5,0.33,2,0.13,4,0.27
佐賀県,34,5.67,1,0.17,1,0.17,2,0.33,3,0.5,1,0.17,3,0.5,1,0.17,0,0,3,0.5,0,0,1,0.17,0,0,3,0.5,2,0.33,1,0.17,3,0.5,1,0.17,4,0.67,4,0.67
長崎県,14,1.17,1,0.08,1,0.08,0,0,1,0.08,1,0.08,0,0,0,0,1,0.08,0,0,0,0,1,0.08,0,0,2,0.17,0,0,1,0.08,3,0.25,1,0.08,1,0.08,0,0
熊本県,3,0.2,0,0,0,0,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大分県,29,2.64,1,0.09,1,0.09,2,0.18,1,0.09,1,0.09,2,0.18,0,0,1,0.09,1,0.09,2,0.18,2,0.18,2,0.18,2,0.18,3,0.27,2,0.18,1,0.09,1,0.09,3,0.27,1,0.09
宮崎県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鹿児島県,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.25
沖縄県,120,17.14,3,0.43,3,0.43,2,0.29,5,0.71,2,0.29,3,0.43,6,0.86,2,0.29,4,0.57,3,0.43,7,1,5,0.71,5,0.71,4,0.57,9,1.29,9,1.29,19,2.71,17,2.43,12,1.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
クラミジア肺炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,15,0.03,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,3,0.01,0,0,0,0,1,0,1,0,0,0,1,0,2,0
北海道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
青森県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岩手県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮城県,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
秋田県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山形県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福島県,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0
茨城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
栃木県,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,1,0.14
群馬県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
埼玉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東京都,3,0.12,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04
神奈川県,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新潟県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
富山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
