報告数・定点当り報告数、疾病・週・都道府県・性別（１週から当該週までの報告数・定点当たり報告数とそれらの累積）(総数),,,,,,,,,,,,,,,,,,
2025年08週(02月17日～02月23日),2025年02月26日作成,,,,,,,,,,,,,,,,,
インフルエンザ,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週
島根県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岡山県,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
広島県,2,0.1,0,0,1,0.05,0,0,0,0,0,0,0,0,1,0.05,0,0
山口県,2,0.22,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,1,0.11
徳島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
香川県,1,0.25,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0
愛媛県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高知県,1,0.13,0,0,0,0,0,0,0,0,0,0,1,0.13,0,0,0,0
福岡県,1,0.07,0,0,0,0,0,0,0,0,0,0,1,0.07,0,0,0,0
佐賀県,2,0.33,0,0,0,0,0,0,0,0,1,0.17,0,0,0,0,1,0.17
長崎県,1,0.08,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0
熊本県,3,0.2,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,2,0.13
大分県,2,0.18,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,1,0.09
宮崎県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鹿児島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
沖縄県,3,0.43,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,2,0.29
,,,,,,,,,,,,,,,,,,
マイコプラズマ肺炎,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,2518,5.25,369,0.77,534,1.11,410,0.85,302,0.63,296,0.62,226,0.47,203,0.43,178,0.37
北海道,139,6.04,13,0.57,39,1.7,23,1,19,0.83,14,0.61,11,0.48,7,0.3,13,0.57
青森県,66,11,5,0.83,16,2.67,10,1.67,9,1.5,12,2,2,0.33,6,1,6,1
岩手県,103,5.42,26,1.37,16,0.84,16,0.84,12,0.63,13,0.68,9,0.47,4,0.21,7,0.37
宮城県,37,3.7,5,0.5,8,0.8,4,0.4,7,0.7,5,0.5,4,0.4,2,0.2,2,0.2
秋田県,40,5,4,0.5,10,1.25,4,0.5,6,0.75,5,0.63,4,0.5,5,0.63,2,0.25
山形県,67,6.7,10,1,12,1.2,10,1,8,0.8,7,0.7,8,0.8,8,0.8,4,0.4
福島県,37,5.29,6,0.86,8,1.14,6,0.86,3,0.43,3,0.43,5,0.71,5,0.71,1,0.14
茨城県,70,5.38,13,1,18,1.38,12,0.92,2,0.15,11,0.85,5,0.38,3,0.23,6,0.46
栃木県,21,3,2,0.29,4,0.57,4,0.57,2,0.29,6,0.86,2,0.29,1,0.14,0,0
群馬県,53,5.89,5,0.56,9,1,8,0.89,5,0.56,11,1.22,7,0.78,5,0.56,3,0.33
埼玉県,93,7.75,24,2,19,1.58,11,0.92,10,0.83,9,0.75,6,0.5,11,0.92,3,0.25
千葉県,23,2.56,5,0.56,6,0.67,4,0.44,1,0.11,2,0.22,3,0.33,1,0.11,1,0.11
東京都,110,4.58,17,0.68,26,1.04,15,0.6,14,0.56,11,0.44,8,0.32,11,0.44,8,0.33
神奈川県,28,2.33,2,0.17,10,0.83,1,0.08,3,0.25,5,0.42,1,0.08,2,0.17,4,0.33
新潟県,97,7.46,16,1.23,18,1.38,17,1.31,12,0.92,12,0.92,12,0.92,5,0.38,5,0.38
富山県,28,5.6,0,0,5,1,5,1,3,0.6,3,0.6,6,1.2,3,0.6,3,0.6
石川県,28,5.6,7,1.4,5,1,6,1.2,2,0.4,1,0.2,0,0,3,0.6,4,0.8
福井県,66,11,4,0.67,7,1.17,8,1.33,12,2,17,2.83,9,1.5,7,1.17,2,0.33
山梨県,27,2.7,5,0.5,4,0.4,4,0.4,5,0.5,3,0.3,1,0.1,3,0.3,2,0.2
長野県,59,4.92,3,0.25,15,1.25,4,0.33,6,0.5,7,0.58,13,1.08,6,0.5,5,0.42
岐阜県,47,9.4,10,2,9,1.8,9,1.8,6,1.2,8,1.6,2,0.4,2,0.4,1,0.2
静岡県,41,4.1,4,0.4,15,1.5,6,0.6,2,0.2,5,0.5,1,0.1,1,0.1,7,0.7
愛知県,98,6.53,10,0.67,21,1.4,16,1.07,8,0.53,11,0.73,12,0.8,10,0.67,10,0.67
三重県,46,5.11,2,0.22,6,0.67,12,1.33,7,0.78,7,0.78,4,0.44,3,0.33,5,0.56
滋賀県,14,2,0,0,3,0.43,3,0.43,1,0.14,1,0.14,1,0.14,3,0.43,2,0.29
京都府,50,7.14,6,0.86,10,1.43,12,1.71,2,0.29,9,1.29,2,0.29,3,0.43,6,0.86
大阪府,64,3.76,7,0.39,12,0.67,10,0.56,8,0.44,9,0.5,9,0.5,4,0.29,5,0.28
兵庫県,164,11.71,13,0.93,43,3.07,49,3.5,33,2.36,7,0.5,7,0.5,6,0.43,6,0.43
奈良県,32,5.33,6,1,5,0.83,3,0.5,2,0.33,8,1.33,4,0.67,3,0.5,1,0.17
和歌山県,36,3.27,7,0.64,11,1,4,0.36,7,0.64,1,0.09,2,0.18,1,0.09,3,0.27
鳥取県,26,5.2,7,1.4,3,0.6,7,1.4,3,0.6,2,0.4,2,0.4,0,0,2,0.4
島根県,37,4.63,4,0.5,6,0.75,7,0.88,5,0.63,5,0.63,4,0.5,5,0.63,1,0.13
岡山県,32,6.4,17,3.4,3,0.6,2,0.4,1,0.2,1,0.2,0,0,2,0.4,6,1.2
広島県,166,8.3,50,2.5,29,1.45,25,1.25,16,0.8,11,0.55,9,0.45,20,1,6,0.3
山口県,31,3.44,5,0.56,7,0.78,3,0.33,4,0.44,2,0.22,2,0.22,4,0.44,4,0.44
徳島県,11,1.57,0,0,3,0.43,1,0.14,3,0.43,0,0,0,0,3,0.43,1,0.14
香川県,19,4.75,8,1.6,5,1,0,0,0,0,2,0.4,2,0.4,1,0.2,1,0.25
愛媛県,33,5.5,2,0.33,3,0.5,10,1.67,5,0.83,3,0.5,4,0.67,4,0.67,2,0.33
高知県,57,7.13,3,0.38,15,1.88,8,1,6,0.75,8,1,8,1,3,0.38,6,0.75
福岡県,99,6.6,10,0.67,27,1.8,18,1.2,12,0.8,11,0.73,9,0.6,7,0.47,5,0.33
佐賀県,32,5.33,5,0.83,4,0.67,6,1,4,0.67,4,0.67,1,0.17,4,0.67,4,0.67
長崎県,52,4.33,6,0.5,10,0.83,10,0.83,6,0.5,6,0.5,3,0.25,6,0.5,5,0.42
熊本県,42,2.8,5,0.33,9,0.6,6,0.4,3,0.2,6,0.4,7,0.47,4,0.27,2,0.13
大分県,18,1.64,1,0.09,2,0.18,5,0.45,2,0.18,2,0.18,3,0.27,2,0.18,1,0.09
宮崎県,23,3.29,2,0.29,7,1,0,0,6,0.86,1,0.14,4,0.57,2,0.29,1,0.14
鹿児島県,44,3.67,4,0.33,9,0.75,6,0.5,7,0.58,7,0.58,8,0.67,0,0,3,0.25
沖縄県,12,1.71,3,0.43,2,0.29,0,0,2,0.29,2,0.29,0,0,2,0.29,1,0.14
,,,,,,,,,,,,,,,,,,
クラミジア肺炎,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,14,0.03,0,0,2,0,3,0.01,3,0.01,1,0,1,0,1,0,3,0.01
北海道,2,0.09,0,0,0,0,1,0.04,0,0,1,0.04,0,0,0,0,0,0
青森県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岩手県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
秋田県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山形県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
茨城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
栃木県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
群馬県,1,0.11,0,0,0,0,0,0,0,0,0,0,1,0.11,0,0,0,0
埼玉県,2,0.17,0,0,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0
千葉県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東京都,2,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,1,0.04
神奈川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新潟県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
富山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,2,0.33,0,0,1,0.17,0,0,1,0.17,0,0,0,0,0,0,0,0
山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長野県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岐阜県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
静岡県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
愛知県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
三重県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
滋賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
京都府,2,0.29,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,1,0.14
大阪府,3,0.18,0,0,1,0.06,1,0.06,0,0,0,0,0,0,0,0,1,0.06
兵庫県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
奈良県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和歌山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鳥取県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
島根県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岡山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
広島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山口県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
徳島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
香川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
愛媛県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高知県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福岡県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
佐賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長崎県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
熊本県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大分県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮崎県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鹿児島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
沖縄県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,
感染性胃腸炎（ロタウイルス）,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,189,0.39,12,0.02,4,0.01,12,0.02,15,0.03,31,0.06,29,0.06,34,0.07,52,0.11
北海道,10,0.43,0,0,0,0,3,0.13,0,0,1,0.04,1,0.04,0,0,5,0.22
青森県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岩手県,4,0.21,0,0,0,0,0,0,2,0.11,1,0.05,0,0,0,0,1,0.05
宮城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
秋田県,1,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13
山形県,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2
福島県,5,0.71,0,0,0,0,0,0,1,0.14,0,0,1,0.14,2,0.29,1,0.14
茨城県,1,0.08,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0
栃木県,3,0.43,0,0,0,0,0,0,0,0,2,0.29,1,0.14,0,0,0,0
群馬県,1,0.11,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
埼玉県,15,1.25,1,0.08,0,0,1,0.08,0,0,1,0.08,3,0.25,6,0.5,3,0.25
千葉県,1,0.11,0,0,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0
東京都,14,0.58,1,0.04,0,0,0,0,0,0,1,0.04,2,0.08,1,0.04,9,0.38
神奈川県,6,0.5,0,0,0,0,1,0.08,1,0.08,0,0,1,0.08,3,0.25,0,0
新潟県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
富山県,2,0.4,0,0,0,0,1,0.2,1,0.2,0,0,0,0,0,0,0,0
石川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福井県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長野県,2,0.17,0,0,0,0,0,0,0,0,1,0.08,0,0,1,0.08,0,0
岐阜県,2,0.4,0,0,0,0,0,0,0,0,0,0,1,0.2,1,0.2,0,0
静岡県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
愛知県,4,0.27,0,0,0,0,0,0,0,0,1,0.07,2,0.13,1,0.07,0,0
三重県,1,0.11,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
滋賀県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
京都府,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大阪府,31,1.82,2,0.11,1,0.06,1,0.06,1,0.06,8,0.44,7,0.39,6,0.43,5,0.28
兵庫県,13,0.93,0,0,3,0.21,1,0.07,0,0,3,0.21,0,0,2,0.14,4,0.29
奈良県,1,0.17,0,0,0,0,0,0,1,0.17,0,0,0,0,0,0,0,0
和歌山県,3,0.27,0,0,0,0,0,0,2,0.18,0,0,0,0,1,0.09,0,0
鳥取県,1,0.2,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0
島根県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岡山県,3,0.6,0,0,0,0,0,0,0,0,3,0.6,0,0,0,0,0,0
広島県,10,0.5,0,0,0,0,1,0.05,0,0,3,0.15,1,0.05,2,0.1,3,0.15
山口県,3,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.33
徳島県,1,0.14,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0
香川県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
愛媛県,9,1.5,1,0.17,0,0,1,0.17,2,0.33,0,0,1,0.17,4,0.67,0,0
高知県,3,0.38,1,0.13,0,0,0,0,0,0,0,0,2,0.25,0,0,0,0
福岡県,9,0.6,0,0,0,0,1,0.07,0,0,3,0.2,1,0.07,1,0.07,3,0.2
佐賀県,4,0.67,0,0,0,0,0,0,0,0,0,0,1,0.17,1,0.17,2,0.33
長崎県,11,0.92,4,0.33,0,0,0,0,1,0.08,3,0.25,1,0.08,0,0,2,0.17
熊本県,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.2
大分県,5,0.45,0,0,0,0,0,0,0,0,0,0,1,0.09,1,0.09,3,0.27
宮崎県,3,0.43,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,2,0.29
鹿児島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
沖縄県,2,0.29,0,0,0,0,0,0,0,0,0,0,1,0.14,1,0.14,0,0
,,,,,,,,,,,,,,,,,,
COVID-19,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,223274,46.24,22376,5.33,34963,7.09,27797,5.63,29955,6.07,29932,6.07,28712,5.82,25196,5.19,24343,4.95
北海道,13238,61,2178,11.65,2338,10.53,1470,6.62,1454,6.55,1406,6.33,1721,7.75,1359,6.12,1312,5.91
青森県,3279,58.55,443,9.43,499,8.6,369,6.36,436,7.52,459,7.91,393,6.78,342,5.9,338,5.83
岩手県,4161,67.11,747,12.05,795,12.82,583,9.4,488,7.87,465,7.5,461,7.44,335,5.4,287,4.63
宮城県,5601,61.55,401,4.41,1091,11.99,782,8.59,840,9.23,764,8.4,648,7.12,584,6.42,491,5.4
秋田県,2216,46.17,106,5.05,441,8.48,316,6.08,263,5.06,318,6.12,288,5.54,264,5.08,220,4.23
山形県,1640,42.05,119,4.58,313,7.45,249,5.93,276,6.57,228,5.43,199,4.74,152,3.71,104,2.54
福島県,5878,72.57,1091,13.3,941,11.48,769,9.38,780,9.51,668,8.25,586,7.23,548,6.77,495,6.11
茨城県,8341,71.29,1222,12.22,1370,11.42,1023,8.53,1052,8.77,912,7.6,956,7.97,931,7.76,875,7.29
栃木県,4545,63.13,387,7.59,819,10.78,620,8.16,647,8.51,554,7.29,554,7.29,466,6.13,498,6.55
群馬県,4135,51.05,378,6.87,794,9.34,495,5.82,581,6.84,507,5.96,524,6.16,413,4.86,443,5.21
埼玉県,13695,55.9,908,6.73,2059,7.89,1658,6.35,1677,6.43,1877,7.19,2044,7.83,1720,6.59,1752,6.71
千葉県,10683,53.68,726,4.22,1591,7.84,1291,6.33,1440,7.06,1531,7.5,1484,7.27,1380,6.73,1240,6.17
東京都,10383,25.57,428,1.34,1561,3.73,1210,2.89,1464,3.5,1548,3.7,1487,3.55,1371,3.27,1314,3.14
神奈川県,12183,35.21,424,1.77,1806,4.98,1446,3.97,1782,4.86,1842,5.09,1730,4.77,1591,4.38,1562,4.41
新潟県,4197,48.8,375,4.31,799,9.29,531,6.17,562,6.53,573,6.66,533,6.2,407,4.73,417,4.85
富山県,1914,40.72,131,2.91,404,8.42,277,5.77,326,6.79,237,4.94,213,4.44,164,3.42,162,3.38
石川県,2028,42.25,175,3.65,334,6.96,339,7.06,305,6.35,252,5.25,232,4.83,193,4.02,198,4.13
福井県,1317,33.77,128,3.28,200,5.13,171,4.38,201,5.15,237,6.08,180,4.62,105,2.69,95,2.44
山梨県,1964,47.9,142,3.46,438,10.68,255,6.22,296,7.22,266,6.49,186,4.54,190,4.63,191,4.66
長野県,5818,69.26,703,10.82,950,10.8,758,8.61,790,8.98,758,8.61,671,7.8,616,7,572,6.5
岐阜県,5593,64.29,1210,13.91,825,9.48,627,7.21,669,7.69,551,6.33,616,7.08,572,6.57,523,6.01
静岡県,7898,56.82,765,5.5,1250,8.99,1080,7.77,1083,7.79,954,6.86,920,6.62,951,6.84,895,6.44
愛知県,12618,65.04,1868,9.58,1786,9.16,1560,8.04,1515,7.81,1575,8.12,1589,8.15,1376,7.06,1349,6.92
三重県,3201,46.39,287,5.31,538,7.47,414,5.75,462,6.42,445,6.18,345,4.79,352,4.89,358,4.97
滋賀県,2368,41.54,347,8.46,406,6.77,296,4.93,296,4.93,276,4.6,268,4.47,239,3.98,240,4
京都府,4108,33.67,407,3.48,620,5,476,3.84,571,4.64,594,4.79,554,4.47,454,3.66,432,3.57
大阪府,8204,28.19,728,2.41,1154,3.82,994,3.3,1160,3.85,1312,4.36,1213,4.03,705,3.22,938,3.11
兵庫県,6834,35.23,499,2.94,1058,5.34,866,4.37,976,4.93,962,4.86,991,5.01,767,3.87,715,3.61
奈良県,2326,46.52,76,3.8,359,6.53,250,4.55,327,5.95,393,7.15,328,5.96,307,5.58,286,5.2
和歌山県,1955,41.6,154,3.42,254,5.29,239,4.98,263,5.48,265,5.52,283,5.9,263,5.48,234,4.88
鳥取県,1730,59.66,237,8.17,173,5.97,198,6.83,251,8.66,222,7.66,235,8.1,217,7.48,197,6.79
島根県,1650,43.42,188,4.95,170,4.47,159,4.18,208,5.47,211,5.55,229,6.03,237,6.24,248,6.53
岡山県,3788,45.1,464,5.52,631,7.51,467,5.56,483,5.75,521,6.2,395,4.7,390,4.64,437,5.2
広島県,4969,43.97,547,6.15,687,5.87,644,5.5,679,5.8,708,6.05,615,5.26,584,4.99,505,4.32
山口県,2781,41.51,154,2.3,433,6.46,352,5.25,450,6.72,455,6.79,378,5.64,264,3.94,295,4.4
徳島県,2348,63.46,242,6.54,426,11.51,348,9.41,355,9.59,296,8,223,6.03,243,6.57,215,5.81
香川県,2224,47.32,323,6.87,358,7.62,344,7.32,280,5.96,314,6.68,222,4.72,219,4.66,164,3.49
愛媛県,3029,52.22,162,3.68,462,7.7,399,6.65,409,6.82,430,7.17,452,7.53,337,5.62,378,6.3
高知県,2666,60.59,402,9.14,458,10.41,404,9.18,353,8.02,324,7.36,292,6.64,207,4.7,226,5.14
福岡県,8280,42.03,549,2.79,748,3.8,735,3.73,1040,5.28,1435,7.28,1356,6.88,1260,6.4,1157,5.87
佐賀県,1911,50.29,162,4.5,251,6.44,198,5.08,202,5.18,234,6,243,6.23,304,7.79,317,8.13
長崎県,3796,54.23,351,5.01,589,8.41,515,7.36,559,7.99,540,7.71,469,6.7,411,5.87,362,5.17
熊本県,3400,43.04,229,2.9,493,6.24,441,5.58,461,5.84,423,5.29,453,5.66,438,5.48,462,5.78
大分県,2659,45.84,264,4.55,344,5.93,326,5.62,370,6.38,367,6.33,322,5.55,347,5.98,319,5.5
宮崎県,2345,41.14,178,3.42,409,7.05,340,5.86,372,6.41,332,5.72,273,4.71,220,3.79,221,3.81
鹿児島県,2689,30.56,245,2.75,449,5.04,391,4.39,428,4.81,334,3.75,301,3.38,313,3.56,228,2.59
沖縄県,688,12.29,126,2.25,89,1.59,122,2.18,73,1.3,57,1.02,57,1.02,88,1.57,76,1.36
